asset_subgroup,sub_category,rank,isin,scheme_code,recommended_fund,selection_reason,custom_reason,pm_tenure_reason,returns_pctile_reason,consistency_reason,direct_regular_reason,div_growth_reason,worst_perf_reason,size_reason,excluded_subgroup_reason
other_debt,Gilt Fund,,INF223J01AQ6,138470,PGIM India Gilt Fund - Growth,,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation","We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,,,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF223J01AO1,138467,PGIM India Gilt Fund - Quarterly Dividend,,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation","We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF966L01BF7,151228,quant Gilt Fund - Growth Option - Direct Plan,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,,,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF966L01BI1,151230,quant Gilt Fund - Growth Option - Regular Plan,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,,,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF966L01BG5,151229,quant Gilt Fund - IDCW Option - Direct Plan,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF966L01BJ9,151231,quant Gilt Fund - IDCW Option - Regular Plan,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF200K01AH1,101934,SBI GILT FUND -  GROWTH - PF (Fixed Period - 3 Yrs) Option,,,,,"Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,,,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF200K01AK5,101932,SBI GILT FUND -  GROWTH - PF (Regular) Option,,,,,,,,,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF200K01SH3,119707,SBI GILT FUND - DIRECT PLAN - GROWTH,,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation","We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,,,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF200K01SF7,119706,SBI Gilt Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation",,"Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF200K01AC2,101950,SBI Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 1 Yr),,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation","We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF200K01AF5,101951,SBI Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 2 Yrs),,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation","We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF200K01AI9,101952,SBI Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 3 Yrs),,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation","We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF200K01982,101001,SBI GILT FUND - REGULAR PLAN - GROWTH,,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation","We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,,,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF200K01990,100999,SBI Gilt Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,"We prefer funds where the portfolio manager has been in charge for at least three years, as this provides enough track record to evaluate their investment style, consistency, and ability to navigate different market conditions with confidence. As the portfolio manager is managing for less than 3 years so we excluded the fund from our recommendation","We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF277K01OV1,119954,Tata Gilt Securities Fund - Direct Plan - Payout of IDCW Option,,,,,,,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF277K01DN1,101049,Tata Gilt Securities Fund - Regular Plan - Payout of IDCW Option,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF277K01519,101042,Tata Gilt Securities Fund -Regular Plan- Growth Option,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,,,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF277K01OX7,119953,Tata Gilt Securities Fund- Direct Plan - Growth Option,,,,,,,,,,"We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF582M01IA6,150408,Union Gilt Fund - Direct Plan - Annual IDCW Option,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF582M01HW2,150407,Union Gilt Fund - Direct Plan - Growth Option,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,,,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF582M01HX0,150456,Union Gilt Fund - Direct Plan - Half-yearly IDCW Option,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF582M01IH1,150406,Union Gilt Fund - Regular Plan - Annual IDCW Option,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF582M01ID0,150405,Union Gilt Fund - Regular Plan - Growth Option,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,,,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
other_debt,Gilt Fund,,INF582M01IE8,150457,Union Gilt Fund - Regular Plan - Half-yearly IDCW Option,,,,"We usually look for funds that have consistently been among the top performers over time, based on their 3-year returns across the past five years. This helps us focus on funds that perform well steadily, not just in short bursts. Since this fund doesn’t rank in the top 25% of its category on average returns, we’ve chosen not to include it for now.","Apart from returns, we also look for funds that deliver consistent performance, because steady returns over time are more reliable than occasional spikes. Since our analysis shows that this fund’s performance has been inconsistent across different market cycles, we’ve chosen to exclude it for now.",,"We don’t recommend dividend (income payout) funds because the payouts are not extra returns and are less tax-efficient due to dividend tax. Since this fund follows a dividend option, we’ve chosen to exclude it and focus on growth options instead.",,"We generally avoid funds that are very small in size, as they may face challenges in stability, liquidity, and long-term scalability. Since this fund is relatively small compared to others in its category, we’ve chosen to exclude it from our recommendations.","We generally prefer arbitrage or income-plus-arbitrage funds over traditional debt funds, mainly because of how they are taxed. Even though these funds aim to deliver relatively stable, debt-like returns, they are classified as equity funds for tax purposes. This means you benefit from lower tax rates, especially if you stay invested for the long term.
In contrast, most debt funds are taxed at your income tax slab rate, which can significantly reduce your post-tax returns. By choosing arbitrage or income-plus-arbitrage funds, you can achieve similar levels of stability while potentially earning better returns after taxes."
